latitude;longitude;tour;step;date;city;room
38.907192;-77.036871;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;19.11.2017;Washington D.C;Verizon Center
40.440625;-79.995886;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;20.11.2017;Pittsburgh;PPG Paints Arena
33.748995;-84.387982;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;28.11.2017;Atlanta;Philips Arena
25.76168;-80.19179;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;30.11.2017;Miami;American Airlines Arena
27.950575;-82.457178;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;01.12.2017;Tampa;Amalie Arena
29.760427;-95.369803;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;03.12.2017;Houston;Toyota Center
30.267153;-97.743061;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;05.12.2017;Austin;Frank Erwin Center
32.776664;-96.796988;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;08.12.2017;Dallas;American Airlines Center
35.473868;-97.504761;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;09.12.2017;Oklahoma City;Chesapeake Energy Arena
39.739236;104.990251;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;12.12.2017;Denver;Pepsi Center
40.760779;-111.891047;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;14.12.2017;Salt Lake City;Vivint Smart Home Arena
36.169941;-115.13983;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;16.12.2017;Las Vegas;T-Mobile Arena
33.96168;-118.353131;JOANNE WORLD TOUR;Étape 3 - Amérique du Nord;18.12.2017;Inglewood;The Forum
41.385064;2.173403;JOANNE WORLD TOUR;Étape 4 - Europe;14.01.2018;Barcelone;Palau Sant Jordi
41.385064;2.173403;JOANNE WORLD TOUR;Étape 4 - Europe;16.01.2018;Birmingham;Arena Birmingham
45.465422;9.185924;JOANNE WORLD TOUR;Étape 4 - Europe;18.01.2018;Milan;Mediolanum Forum
52.370216;4.895168;JOANNE WORLD TOUR;Étape 4 - Europe;20.01.2018;Amsterdam;Ziggo Dome
51.219448;4.402464;JOANNE WORLD TOUR;Étape 4 - Europe;22.01.2018;Anvers;Sportpaleis
53.551085;9.993682;JOANNE WORLD TOUR;Étape 4 - Europe;24.01.2018;Hambourg;Barclaycard Arena
33.520661;-86.80249;JOANNE WORLD TOUR;Étape 4 - Europe;31.01.2018;Birmingham;Arena Birmingham
33.520661;-86.80249;JOANNE WORLD TOUR;Étape 4 - Europe;01.02.2018;Birmingham;Genting Arena
